"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-07","3.36",,"0.00","0.0","0.0",,"67","51","   50","   60","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-08","3.80",,"0.00","0.0","0.0",,"69","55","  160","  140","8.9","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-09","4.70",,"0.00","0.0","0.0",,"80","53","  280","  300","13.0","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-10","3.58",,"0.00","0.0","0.0",,"85","66","  250","  260","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-11","5.14",,"0.00","0.0","0.0",,"90","72","  270","  270","14.1","25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-12","3.80",,"0.00","0.0","0.0",,"93","76","  270","  260","12.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-13","3.13",,"0.00","0.0","0.0",,"94","77","  250","  250","10.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-14","4.70",,"0.29","0.0","0.0",,"84","69","   50","   50","13.0","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-15","4.25",,"0.00","0.0","0.0",,"76","64","  170","  160","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-16","5.14",,"0.00","0.0","0.0",,"68","63","  120","  120","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-17","2.24",,"1.39","0.0","0.0",,"74","66","  170","  140","6.9","11.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-18","3.58",,"0.00","0.0","0.0",,"85","70","  180","  170","10.1","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-19","3.80",,"1.35","0.0","0.0",,"88","70","  250","  290","13.0","34.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-20","5.14",,"0.03","0.0","0.0",,"83","71","  290","  250","15.0","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-21","4.70",,"0.00","0.0","0.0",,"83","71","  270","  270","13.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-22","2.24",,"0.00","0.0","0.0",,"83","68","  240","  180","8.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-23","4.92",,"0.04","0.0","0.0",,"83","76","  240","  270","15.0","25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-24","5.37",,"1.29","0.0","0.0",,"84","71","  290","  280","17.0","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-25","2.46",,"0.00","0.0","0.0",,"83","68","  350","  280","12.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-26","3.13",,"0.00","0.0","0.0",,"79","64","  270","  180","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-27","3.58",,"0.18","0.0","0.0",,"77","60","  290","  290","12.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-28","4.92",,"0.00","0.0","0.0",,"78","61","  260","  260","15.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-29","5.37",,"0.00","0.0","0.0",,"82","68","  240","  240","12.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-30","5.82",,"0.00","0.0","0.0",,"88","73","  230","  250","13.0","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-01","4.03",,"0.23","0.0","0.0",,"85","71","  260","  200","14.1","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-02","4.92",,"0.00","0.0","0.0",,"87","72","  270","  260","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-03","1.79",,"0.45","0.0","0.0",,"88","71","  340","  320","16.1","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-04","2.68",,"0.00","0.0","0.0",,"85","70","  260","   80","8.1","11.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-05","4.92",,"0.00","0.0","0.0",,"85","70","  160","  180","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-06","3.58",,"0.00","0.0","0.0",,"77","71","  160","  150","10.1","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-07","5.37",,"1.78","0.0","0.0",,"80","68","   70","  310","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-08","3.36",,"0.00","0.0","0.0",,"84","69","  280","  260","16.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-09","3.58",,"0.00","0.0","0.0",,"81","67","  270","  290","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-10","3.36",,"0.00","0.0","0.0",,"84","68","  150","  170","10.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-11","3.13",,"0.00","0.0","0.0",,"85","75","  260","  260","13.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-12","5.14",,"0.00","0.0","0.0",,"88","77","  270","  260","16.1","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-13","4.92",,"0.00","0.0","0.0",,"90","73","  260","  270","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-14","4.70",,"0.35","0.0","0.0",,"73","65","   70","   70","13.0","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-15","3.36",,"0.00","0.0","0.0",,"84","68","  280","  290","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-16","2.68",,"0.00","0.0","0.0",,"87","68","  160","  150","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-17","2.68",,"0.00","0.0","0.0",,"85","73","  160","  170","12.1","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-18","2.91",,"0.00","0.0","0.0",,"88","73","  230","  240","10.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-19","3.13",,"0.00","0.0","0.0",,"92","77","  280","  280","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-20","2.91",,"0.01","0.0","0.0",,"94","77","  280","  250","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-21","3.80",,"0.00","0.0","0.0",,"92","76","  280","  260","10.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-22","2.46",,"0.57","0.0","0.0",,"92","71","  170","  150","8.1","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-23","2.68",,"0.06","0.0","0.0",,"79","71","  150","  160","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-24","6.71",,"0.74","0.0","0.0",,"73","63","   70","   80","15.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-25","5.14",,"0.00","0.0","0.0",,"71","62","   60","   60","10.1","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-26","3.80",,"0.00","0.0","0.0",,"77","65","   70","  180","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-27","2.46",,"0.00","0.0","0.0",,"78","65","  260","  240","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-28","2.91",,"0.00","0.0","0.0",,"85","71","   50","   30","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-29","9.40",,"0.00","0.0","0.0",,"77","67","   60","   60","17.0","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-30","4.25",,"0.00","0.0","0.0",,"82","64","   60","   50","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-07-31","2.01",,"0.00","0.0","0.0",,"88","66","   70","  260","8.9","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-01","2.68",,"0.00","0.0","0.0",,"92","71","  150","  240","8.1","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-02","1.57",,"0.09","0.0","0.0",,"86","69","  310","  320","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-03","1.79",,"0.00","0.0","0.0",,"87","68","  160","  150","8.9","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-04","4.25",,"0.15","0.0","0.0",,"84","69","  160","  140","13.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-05","4.47",,"0.30","0.0","0.0",,"78","69","  290","  290","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-06","3.80",,"0.00","0.0","0.0",,"76","64","  280","  330","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-07","2.46",,"0.76","0.0","0.0",,"71","64","  150","  170","8.9","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-08","2.91",,"0.00","0.0","0.0",,"78","65","   60","   20","8.9","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-09","1.34",,"0.00","0.0","0.0",,"85","64","  180","  200","8.1","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-10","2.24",,"0.00","0.0","0.0",,"83","68","  160","  150","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-11","2.68",,"0.00","0.0","0.0",,"82","69","  160","  160","12.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-12","3.36",,"0.11","0.0","0.0",,"77","64","  140","  180","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-13","3.80",,"0.00","0.0","0.0",,"83","71","   20","  280","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-14","2.24",,"0.00","0.0","0.0",,"80","70","  250","  170","8.9","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-15","1.12",,"0.45","0.0","0.0",,"74","68","  230","  250","8.1","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-16","2.24",,"0.00","0.0","0.0",,"87","70","   60","  290","10.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-17","3.13",,"0.00","0.0","0.0",,"83","69","  160","  160","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-18","3.36",,"0.88","0.0","0.0",,"82","73","  250","  240","10.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-19","2.91",,"0.00","0.0","0.0",,"86","73","  260","  260","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-20","4.47",,"0.00","0.0","0.0",,"81","69","  290","  340","10.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-21","3.36",,"0.00","0.0","0.0",,"87","71","  240","  250","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-22","5.14",,"0.30","0.0","0.0",,"89","72","  250","  270","14.1","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-23","4.03",,"0.00","0.0","0.0",,"81","70","  280","  310","10.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-24","3.13",,"0.00","0.0","0.0",,"80","65","  360","  280","10.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-25","2.46",,"0.00","0.0","0.0",,"78","63","   60","   50","8.9","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-26","3.80",,"0.00","0.0","0.0",,"78","62","   40","   60","8.9","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-27","4.47",,"0.00","0.0","0.0",,"78","63","   70","   60","13.0","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-28","6.26",,"0.00","0.0","0.0",,"76","63","   70","   50","16.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-29","8.05",,"0.29","0.0","0.0",,"68","61","   80","   90","16.1","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-30","5.14",,"0.01","0.0","0.0",,"78","60","   40","   30","13.0","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-08-31","3.80",,"0.00","0.0","0.0",,"81","64","  270","  270","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-01","4.92",,"0.00","0.0","0.0",,"71","55","  300","  280","10.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-02","5.59",,"0.53","0.0","0.0",,"68","54","  120","  110","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-03","5.59",,"0.74","0.0","0.0",,"69","59","  100","  120","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-04","4.70",,"0.00","0.0","0.0",,"80","61","  240","  270","12.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-05","3.13",,"0.00","0.0","0.0",,"85","69","  290","  280","15.0","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-06","3.80",,"0.42","0.0","0.0",,"72","61","   60","   30","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-07","4.92",,"0.01","0.0","0.0",,"71","59","  250","  260","14.1","25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-08","3.80",,"0.00","0.0","0.0",,"71","58","  280","  280","13.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-09","4.03",,"0.00","0.0","0.0",,"70","55","   70","   40","12.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-10","5.82",,"0.00","0.0","0.0",,"72","57","   50","   60","15.0","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-11","2.01",,"0.00","0.0","0.0",,"76","55","   10","   30","8.9","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-12","1.34",,"0.00","0.0","0.0",,"78","59","  260","  260","8.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-13","2.46",,"0.06","0.0","0.0",,"83","64","  250","  260","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-14","2.24",,"0.02","0.0","0.0",,"81","70","  150","  240","10.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-15","1.57",,"0.00","0.0","0.0",,"81","67","  250","  250","8.1","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-16","2.91",,"0.00","0.0","0.0",,"82","70","  150","  160","8.9","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-17","2.68",,"0.00","0.0","0.0",,"81","68","  170","  170","8.1","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-18","6.93",,"0.00","0.0","0.0",,"73","68","   70","   80","13.0","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-19","9.84",,"0.22","0.0","0.0",,"78","69","   60","   50","21.0","29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-20","6.26",,"0.00","0.0","0.0",,"79","71","   10","   30","15.0","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-21","5.59",,"0.00","0.0","0.0",,"80","71","   50","   10","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-22","7.16",,"0.00","0.0","0.0",,"82","66","   20","   30","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-23","4.70",,"0.00","0.0","0.0",,"87","68","   60","   40","12.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-24","1.57",,"0.00","0.0","0.0",,"91","69","   30","   30","8.9","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-25","2.91",,"0.00","0.0","0.0",,"88","70","   50","  150","8.9","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-26","2.01",,"0.00","0.0","0.0",,"84","68","   70","   60","8.1","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-27","3.80",,"0.00","0.0","0.0",,"87","69","   60","   50","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-28","5.82",,"0.00","0.0","0.0",,"79","59","  300","  310","15.0","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-29","2.46",,"0.00","0.0","0.0",,"68","55","  270","  280","8.9","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-09-30","6.26",,"0.00","0.0","0.0",,"66","54","   60","   30","17.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-01","2.91",,"0.00","0.0","0.0",,"68","50","   50","   50","10.1","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-02","2.46",,"0.00","0.0","0.0",,"73","52","   60","  180","8.1","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-03","3.13",,"0.00","0.0","0.0",,"71","57","  150","  260","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-04","4.92",,"0.00","0.0","0.0",,"75","56","  260","  260","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-05","4.92",,"0.00","0.0","0.0",,"83","65","  260","  250","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-06","2.46",,"0.00","0.0","0.0",,"82","68","  280","  290","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-07","4.03",,"0.00","0.0","0.0",,"81","66","  150","  150","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-08","4.92",,"0.22","0.0","0.0",,"77","72","  240","  240","12.1","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-09","4.92",,"0.26","0.0","0.0",,"77","71","  170","  150","12.1","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-10","2.91",,"0.00","0.0","0.0",,"81","66","  290","  320","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-11","5.82",,"0.06","0.0","0.0",,"77","60","   60","   90","14.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-12","8.72",,"0.07","0.0","0.0",,"64","55","   60","   80","18.1","27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-13","6.04",,"0.00","0.0","0.0",,"67","52","   60","  120","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-14","2.46",,"0.08","0.0","0.0",,"72","61","   70","   60","8.1","11.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-15","4.25",,"0.00","0.0","0.0",,"74","65","  240","  260","15.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-16","6.71",,"0.01","0.0","0.0",,"69","46","  300","   99","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-17","4.03",,"0.00","0.0","0.0",,"58","42","  250","  250","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-18","3.80",,"0.00","0.0","0.0",,"72","50","  250","  240","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-19","4.47",,"0.00","0.0","0.0",,"71","56","  250","  250","13.0","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-20","4.03",,"0.00","0.0","0.0",,"73","57","  310","  300","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-21","2.24",,"0.00","0.0","0.0",,"78","56","  260","  250","8.1","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-22","1.57",,"0.00","0.0","0.0",,"76","57","  150","  170","8.1","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-23","3.58",,"0.00","0.0","0.0",,"74","61","  150","  160","8.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-24","5.59",,"0.20","0.0","0.0",,"74","67","  180","  180","16.1","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-25","2.01",,"0.00","0.0","0.0",,"67","57","  280","  300","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-26","6.04",,"0.00","0.0","0.0",,"58","50","  280","  310","13.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-27","3.80",,"0.00","0.0","0.0",,"62","47","  260","  210","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-28","4.92",,"0.00","0.0","0.0",,"69","55","  180","  210","12.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-29","6.71",,"3.03","0.0","0.0",,"67","60","  260","  260","18.1","36.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-30","8.72",,"0.25","0.0","0.0",,"61","46","  280","  270","19.9","35.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-10-31","5.82",,"0.00","0.0","0.0",,"57","45","  260","  260","17.0","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-01","2.46",,"0.00","0.0","0.0",,"59","43","  140","  130","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-02","2.46",,"0.00","0.0","0.0",,"72","58","  160","  200","8.9","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-03","5.59",,"0.00","0.0","0.0",,"74","51","  310","  300","15.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-04","5.82",,"0.00","0.0","0.0",,"56","46","   50","   70","13.0","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-05","4.25",,"0.02","0.0","0.0",,"61","51","  120","  100","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-06","4.92",,"0.01","0.0","0.0",,"66","46","  310","  310","13.0","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-07","6.49",,"0.70","0.0","0.0",,"49","40","   50","   40","13.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-08","5.37",,"0.00","0.0","0.0",,"49","39","   50","   50","14.1","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-09","3.36",,"0.00","0.0","0.0",,"55","39","  280","  260","10.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-10","9.40",,"0.01","0.0","0.0",,"51","25","  310","  290","18.1","33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-11","4.70",,"0.00","0.0","0.0",,"38","24","   50","  320","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-12","1.79",,"0.00","0.0","0.0",,"46","32","  260","  260","10.1","14.1"
