"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-13","3.58",,"0.07","0.0","0.0",,"47","39","   50","   50","12.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-14","4.92",,"0.00","0.0","0.0",,"48","35","   70","   50","12.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-15","5.14",,"0.00","0.0","0.0",,"51","37","  130","  150","10.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-16","6.49",,"0.20","0.0","0.0",,"57","43","  290","  280","15.0","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-17","7.83",,"0.00","0.0","0.0",,"47","37","  300","  320","12.1","31.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-18","3.36",,"0.10","0.0","0.0",,"56","34","  180","  170","8.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-19","9.62",,"0.23","0.0","0.0",,"59","38","  290","  290","19.9","38.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-20","6.71",,"0.00","0.0","0.0",,"47","36","  290","  260","16.1","27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-21","5.14",,"0.00","0.0","0.0",,"58","42","  220","  240","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-22","6.71",,"0.21","0.0","0.0",,"56","35","  310","  300","17.0","29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-23","4.70",,"0.00","0.0","0.0",,"43","31","  320","  300","8.9","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-24","3.80",,"0.00","0.0","0.0",,"50","35","  250","  260","8.9","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-25","4.03",,"0.00","0.0","0.0",,"57","43","  250","  250","8.9","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-26","6.71",,"0.00","0.0","0.0",,"51","40","  310","  310","17.0","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-27","6.49",,"0.00","0.0","0.0",,"51","39","  320","  290","14.1","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-28","4.47",,"0.00","0.0","0.0",,"54","36","  240","  250","13.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-29","5.37",,"0.00","0.0","0.0",,"63","42","  310","  320","15.0","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-11-30","4.47",,"0.03","0.0","0.0",,"53","38","   80","  100","14.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-01","5.37",,"0.00","0.0","0.0",,"52","42","   80","   20","12.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-02","3.13",,"0.00","0.0","0.0",,"48","39","   80","   70","12.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-03","2.01",,"0.00","0.0","0.0",,"48","42","  100","  100","8.9","8.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-04","3.58",,"0.00","0.0","0.0",,"51","40","  150","  180","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-05","6.71",,"0.75","0.0","0.0",,"61","50","  170","  170","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-06","7.61",,"0.00","0.0","0.0",,"59","40","  260","  290","16.1","27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-07","6.71",,"0.00","0.0","0.0",,"44","37","  290","  250","17.0","31.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-08","4.92",,"0.00","0.0","0.0",,"39","34","  280","  290","12.1","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-09","4.25",,"0.46","4.6","0.0",,"35","30","   40","   40","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-10","6.49",,"0.00","0.0","3.9",,"39","29","  260","  250","15.0","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-11","5.37",,"0.00","0.0","2.0",,"41","33","  240","  260","13.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-12","7.38",,"0.00","0.0","0.0",,"50","29","  280","  300","17.0","33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-13","10.74",,"0.00","0.0","0.0",,"31","20","  290","  290","21.9","40.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-14","5.82",,"0.09","1.2","1.2",,"32","22","  310","  310","16.1","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-15","3.80",,"0.11","1.2","1.2",,"28","20","  270","  250","12.1","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-16","6.71",,"0.00","0.0","2.0",,"39","23","  240","  240","17.0","32.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-17","2.91",,"0.00","0.0","1.2",,"38","32","  350","   10","8.9","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-18","4.92",,"0.02","0.0","0.0",,"47","34","  250","  250","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-19","7.61",,"0.00","0.0","0.0",,"55","45","  250","  260","16.1","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-20","7.38",,"0.00","0.0","0.0",,"51","34","  310","  330","16.1","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-21","4.03",,"0.00","0.0","0.0",,"39","32","  320","  290","10.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-22","4.03",,"0.00","0.0","0.0",,"50","35","  150","  180","10.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-23","4.92",,"0.49","0.0","0.0",,"48","38","  300","  310","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-24","7.83",,"0.01","0.0","0.0",,"41","36","   70","  310","15.0","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-25","10.96",,"0.23","0.0","0.0",,"38","28","  290","  280","23.9","38.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-26","8.72",,"0.00","0.0","0.0",,"28","23","  280","  260","18.1","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-27","6.26",,"0.00","0.0","0.0",,"24","17","  280","  310","14.1","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-28","8.05",,"0.00","0.0","0.0",,"18","11","  310","  300","17.0","30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-29","6.71",,"0.00","0.0","0.0",,"22","11","  290","  280","13.0","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-30","5.37",,"0.05","0.7","0.0",,"23","17","  290","  250","14.1","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-12-31","9.17"," 1509","0.00","0.0","0.0",,"21","9","  300","  300","17.0","27.1"
